objectid,CNN,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,SIG_NUM,TYPE,IC_MAKE,MODEL,CABINET_SI,SYSTEM_NUM,MASTER,BBS,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,INTERCONNE,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,LAMP_ASSGN,LAMP_SORT,SORT_ME,APS,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
12922,33663000,ALEMANY,CRESCENT,,PUTNAM,9,US I-280 OFF RAMP,9161000,SIGNAL,MCCAIN,2070-TS2-1,342,ISOLATED,,,,ALL,,GPS,,,,,CT 34,MOD DONE,,0,NONE,DONE,NONE,NONE,SALES TAX,,1956,280,,25,X,75,0,01,,,APS ENAV 2WIRE CT34 (6),POINT (-122.410825667 37.734723954),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bernal Heights,9,83,83,9,2,2
12939,22811000,MIRALOMA,PORTOLA,FH BUTTON,YERBA BUENA,7,,9485500,SIGNAL,PEEK,2070-TS2-1,MSF,33,MASTER,,WIRELESS,ALL,,GPS,12C,FIRE PREEMPT,,,CT 23,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1959,,,0,,0,0,65,,,,POINT (-122.458904665 37.740535222),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,49,49,9,8,41
13406,25860000,DUBOCE,GUERRERO,,,8.9,,9309500,SIGNAL,MCCAIN,2070-TS2-1,G,21,,,,ALL,,GPS,,,,,CT 21,MOD DONE,,1995,NONE,DONE,NONE,NONE,SALES TAX,,1955,,,0,,0,0,37,,,,POINT (-122.424581089 37.769734696),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,8,,,3,5,20
13993,10669201,POTRERO,MIDBLOCK AT,OPTICOM,22ND ST,9.1,23RD ST,9525700,SIGNAL,MCCAIN,2070-TS2-1,MSF,23,,,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,Potrero Streetscape; POTRERO,MOD AFTER FULL DONE,09/17,2017,NONE,DONE,DONE,NONE,,,2006,,,0,,0,0,67,,,APS_ENAV 2WIRE_POTRERO STSCAPE (3),POINT (-122.406558162 37.755335006),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Mission,9,53,53,3,2,20
13886,21441000,GENEVA,MADRID,OPTICOM,,11,,9389500,SIGNAL,EAGLE,2070-TS2-1,G,30,,,WIRELESS,ALL,YES,GPS,PROXIM,"TSP,FIRE PREEMPT",,,CT 51,NEW DONE,,1999,,,,,SALES TAX,,1999,,,0,,0,0,33,,,,POINT (-122.437805263 37.714940049),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Excelsior,11,90,90,9,1,7
13998,26928000,GEARY,SPRUCE,OPTICOM,,2,,9386700,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,15,,,,ALL,,GPS,"FIBER,PROXIM",FIRE PREEMPT,,,CT 58,NEW DONE,,2009,,,,,SALES TAX,,2009,,,0,,0,0,31,,,,POINT (-122.453170388 37.781717428),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Presidio Heights,2,12,12,8,6,31
14276,26543000,CLAY,GOUGH,,,2,,0,PENDING BEACON,,,,,,,,,,,,,,Walk First RRFB,,BEACON PENDING,,0,NONE,NONE,NONE,PENDING,,,0,,,0,,0,0,,,,,POINT (-122.425980161 37.791756922),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Pacific Heights,2,102,102,4,6,30
14139,25999000,HAIGHT,PIERCE,OPTICOM,,5,,0,SIGNAL,MCCAIN,2070-ATC,MSF65-ATC,20,,,,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT",,,Muni Forward 7 Haight,NEW DONE,1/21,2021,DONE,NONE,NONE,NONE,SFMTA Bond,,2021,,,0,,0,0,38,,,APS iNS 2WIRE LOWER HAIGHT (8),POINT (-122.433734772 37.771688274),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Haight Ashbury,5,26,26,4,11,3
12829,20231000,03RD ST,GALVEZ,VETAG,,10,,9016200,SIGNAL,,2070-TS2-1,2070-MSF-TS2-TYPE-1,28,,,VIDEO,ALL,YES,GPS,FIBER,TSP,,,3RDLRP,NEW DONE,10/01,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,75,,,,POINT (-122.388475894 37.741107632),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bayview Hunters Point,10,86,86,2,9,1
14147,27150000,08TH AVE,IRVING,,,7,,0,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,N.A.,YES,,,,,,Inner Sunset Streetscape,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2019,,,0,,0,0,46,,,,POINT (-122.465239624 37.764075821),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Inner Sunset,7,109,109,10,11,14
13361,21175000,BESSIE,FOLSOM,,PRECITA,9,,9207000,SIGNAL,MCCAIN,2070-TS2-1,G,ISOLATED,,,,ALL,,GPS,,,,,CT 23,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1975,,,0,,0,0,26,,,,POINT (-122.413532073 37.746765651),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bernal Heights,9,83,83,9,2,2
13979,20515000,03RD ST,DONNER,VETAG,,10,,9014800,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,VIDEO,ALL,YES,GPS,FIBER,"TSP,HEAVY RAIL PREEMPT",,,3RDLRP,NEW DONE,10/01,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,75,,,APS_2WIRE_PH1 (7),POINT (-122.394532121 37.724693137),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Bayview Hunters Point,10,88,88,2,9,1
13193,26500000,CALIFORNIA,FRANKLIN,,,2,,9245500,SIGNAL,MCCAIN,2070-TS2-1,MSF,49,,,,ALL,,GPS,"FIBER,PROXIM",,,,Franklin Future Upgrade; CT 23,MOD AFTER FULL DONE,,1999,NONE,DONE,DONE,NONE,SALES TAX,,9999,,,0,,0,0,28,,,,POINT (-122.423974965 37.790160472),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Pacific Heights,2,102,102,4,6,30
13348,24062000,25TH ST,SOUTH VAN NESS,OPTICOM,,9,,9146000,SIGNAL,MCCAIN,2070-TS2-1,MSF,64,,,,ALL,,GPS,,FIRE PREEMPT,,,Walk First PCS,FULL DONE,01/19,2019,NONE,NONE,DONE,NONE,,,1976,,,0,,0,0,71,,,APS ENAV 2WIRE WALKFIRST PCS (8),POINT (-122.416107621 37.750771087),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
14144,26430000,HAIGHT,SHRADER,OPTICOM,,5,,0,SIGNAL,MCCAIN,2070-ATC,MSF65-ATC,20,MASTER-TBC,,,ALL,,GPS,,"TSP,FIRE PREEMPT",,,Muni Forward 7 Haight,NEW DONE,05/21,2021,DONE,NONE,NONE,NONE,SFMTA Bond,,2021,,,0,,0,0,38,,,APS iNS 2WIRE UPPER HAIGHT (8),POINT (-122.451865727 37.769378664),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Haight Ashbury,5,25,25,7,11,3
13198,26498000,BUSH,FRANKLIN,,,2,,9231000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,49,,,,ALL,,GPS,FIBER,,,,Franklin Upgrade; BUSH,MOD AFTER FULL DONE,10/01,0,NONE,DONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,28,,,APS ENAV 4WIRE FRANKLIN (11),POINT (-122.423594072 37.788279733),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,2,100,100,4,6,39
12860,22556000,19TH AVE,JUNIPERO SERRA,VETAG,,7.11,,9105000,SIGNAL,ECONOLITE,2070-TS2-1,332,61,,YES-UPSTEALTH,WIRELESS,ALL,YES,GPS,FIBER,TSP,,,19th Ave Track Replacement;19th Avenue APS; 19th AVE PH 1,MOD AFTER FULL DONE,08/07,2009,NONE,NONE,DONE,NONE,SALES TAX,,1947,1(a),X,50,X,50,0,56,,,APS ENAV 2WIRE 19th AV (12),POINT (-122.472572455 37.717173869),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Lakeshore,11,42,42,10,8,16
13043,24679000,BUSH,SANSOME,OPTICOM,,3,,9239000,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,,,NONE,,0,,,,,SALES TAX,,1949,,,0,,0,0,08,,,APS iNS 3WIRE IN-HOUSE (8),POINT (-122.400744022 37.791177173),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,108,108,6,3,8
13480,23411000,RIVERA,SUNSET,,,4,,9527500,SIGNAL,MCCAIN,2070-TS2-1,MSF,37,,,,ALL,,GPS,,,,,Sunset PCS (STIP),FULL DONE,04/13,2013,NONE,NONE,DONE,NONE,HSIP,,1965,,,0,,0,0,73,,,APS_ENAV 4WIRE_SUNSET PCS (8),POINT (-122.494705713 37.745951542),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Sunset/Parkside,4,39,39,10,7,35
12948,23150000,19TH AVE,WAWONA,,,4.7,,9112500,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,36,,,,ALL,YES,GPS,FIBER,,,19th Ave PH 3,19th Avenue APS,FULL DONE,10/22,2022,NONE,DONE,DONE,NONE,SALES TAX,,1959,1(a),,50,X,50,0,56,,,APS_iNS 2WIRE_19thAV (6),POINT (-122.475288555 37.737454743),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,,,10,8,41
13977,23566000,19TH ST,ILLINOIS,VETAG,,10,,0,SIGNAL,MCCAIN,2070-TS2-1,MSF,28,,,WIRELESS,ALL,YES,GPS,,TRANSIT PREEMPT,,,3RDLRP,NEW DONE,,0,DONE,NONE,NONE,NONE,,,2019,,,0,,0,0,85,,,APS ENAV 2WIRE MISSION BAY LOOP (9),POINT (-122.387690005 37.761826479),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Potrero Hill,10,55,55,2,9,26
14190,4777101,DIAMOND HEIGHTS,MIDBLOCK AT,,DUNCAN,8,GOLD MINE,9295800,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,n.a.,YES,,,,,,,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2018,,,0,,0,0,,,,,POINT (-122.438602257 37.744157071),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Glen Park,8,57,57,9,5,10
14148,21487000,ALEMANY,NIAGARA,,,11,,9163250,SIGNAL,MCCAIN,2070-TS2-1,MSF,45,,,WIRELESS,ALL,YES,GPS,,,,,WALK FIRST NEW SIGNALS,NEW DONE,,2018,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2018,,,0,,0,0,01,,,APS ENAV 2WIRE WF NEW (10),POINT (-122.443431269 37.716970222),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Mission,11,80,80,9,1,28
13697,24532000,01ST ST,HOWARD,,,6,,9002000,SIGNAL,MCCAIN,2070-TS2-1,MSF,74,,,,ALL,,GPS,FIBER,,,,HOWARD,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,41,,,,POINT (-122.396034766 37.788535931),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,6,32,32,1,10,8
14015,33713000,BROTHERHOOD,CHURCH ACCESS (999),,,7,,9220700,SIGNAL,ECONOLITE,2070-TS2-1,MSF,ISOLATED,,,WIRELESS,ALL,YES,,,,,,CT 59,NEW DONE,5/09,2009,,,,,SALES TAX,,2009,,,0,,0,0,01,,,,POINT (-122.480301512 37.714539616),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Lakeshore,7,42,42,10,8,16
14192,23245000,EL MIRASOL,SLOAT,,,4,,0,CALTRANS - HAWK,,,,CALTRANS,,,,ALL,YES,,,,,,,CALTRANS,,0,,,,,,,2018,35,X,100,,0,0,not ours,,,APS HAWK,POINT (-122.485933094 37.734246836),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Sunset/Parkside,4,40,40,10,8,35
13648,23579000,03RD ST,MISSION ROCK,"VETAG,OPTICOM",,6,,9023500,SIGNAL,ECONOLITE,2070-TS2-1,MSF,28,,,VIDEO,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT",,,3RDLRP,FULL DONE,10/01,2005,NONE,NONE,DONE,NONE,MUNI,,1949,,,0,,0,25,75,,,APS_2WIRE_PH1 (10),POINT (-122.389716741 37.772930795),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission Bay,6,34,34,1,10,4
12811,25593000,JONES,NORTH POINT,,,3,,9443700,SIGNAL,EAGLE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,11A,MASTER-GPS,,,ALL,,GPS,12C,,,,CT 52/53,NEW DONE,4/01,2002,,,,,SALES TAX,,2002,,,0,,0,0,57,,,,POINT (-122.417077278 37.806141247),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,North Beach,3,99,99,6,3,23
13022,24952000,POST,TAYLOR,OPTICOM,,3,,9524500,SIGNAL,EAGLE,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1957,,,0,,0,0,66,,CAB,,POINT (-122.411699232 37.787872169),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Nob Hill,3,50,50,6,3,21
14227,20596000,MANSELL,SOMERSET,,,9.1,,0,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,n.a.,YES,,,,,,JOC-J35,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2020,,,0,,0,0,,,,,POINT (-122.40500937 37.720508681),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Portola,9,91,91,2,9,25
13355,25602000,25TH ST,GUERRERO,,,8,,9144500,SIGNAL,MCCAIN,2070-TS2-1,G,22,,,,ALL,,GPS,,,,,CT 31,MOD DONE,,0,,DONE,,,,,1985,,,0,,0,0,37,,,,POINT (-122.422725611 37.75037224),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,8,52,52,3,5,20
13720,20992000,CAMBRIDGE,SILVER,,,9.11,,9259000,SIGNAL,ECONOLITE,2070-TS2-1,G,ISOLATED,,,LOOPS (BROKEN),ALL,YES,GPS,,,,,CT 31,MOD DONE,,0,NONE,DONE,NONE,NONE,,,1952,,,0,,0,0,04,,,,POINT (-122.419486477 37.729046445),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Excelsior,11,92,92,2,2,7
13130,24293000,06TH ST,MISSION,OPTICOM,,6,,9044500,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,YES-UPSTEALTH,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,SOMA MISSION,FULL DONE,04/01,2003,NONE,NONE,DONE,DONE,SALES TAX,,1956,,,0,,0,0,52,,,,POINT (-122.408708673 37.780971183),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,32,32,1,10,34
12818,25255000,HYDE,SACRAMENTO,"OPTICOM,MECHANICAL",,3,,9434800,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,78,,,,ALL,,GPS,PROXIM,"CABLE CAR PREEMPTION,FIRE PREEMPT",,,CT 54,NEW DONE,10/01,2003,,,,,SALES TAX,,2003,,,0,,0,0,64,,,,POINT (-122.417582222 37.791922862),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Nob Hill,3,16,16,6,3,21
13724,20730000,CESAR CHAVEZ,EVANS,,,10,,9265500,SIGNAL,EAGLE,2070-TS2-1,MSF,50,,,VIDEO,ALL,YES,GPS,,,,,ARMY WIDENING,FULL DONE,03/97,2000,NONE,NONE,DONE,NONE,CONSTRUCTION,,1949,,,0,,0,0,14,,,,POINT (-122.397285416 37.749684623),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bayview Hunters Point,10,54,54,2,9,1
13217,24459000,GROVE,VAN NESS,OPTICOM,,5,,9421500,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,16B,,YES,,ALL,,GPS,,"TSP,FIRE PREEMPT",,VAN NESS BRT,CT 26,FULL AFTER MOD DONE,05/21,2021,NONE,DONE,DONE,NONE,FED/SALES TAX,,9999,101(b),,50,X,50,0,80,,,APS iNS 2WIRE VAN NESS (8),POINT (-122.419883231 37.778251018),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Hayes Valley,5,21,21,4,11,9
13155,26751000,FILLMORE,LOMBARD,OPTICOM,,2,,9348000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,CTSF,13,,YES-UPSTEALTH,LOOPS (NOT USED),ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,LOMBARD/RICHARDSON,FULL DONE,06/06,0,NONE,NONE,DONE,NONE,,,1947,480(b),,50,X,50,0,47,,,PENDING,POINT (-122.436046174 37.799842953),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Marina,2,17,17,4,6,13
13738,24660000,GRANT,POST,OPTICOM,,3,,9412500,SIGNAL,EAGLE,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1957,,,0,,0,0,66,,,,POINT (-122.405221173 37.788693992),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,19,19,6,3,8
14024,33539000,JOHN MUIR,LAKE MERCED,,,7,,9443200,SIGNAL,MCCAIN,2070-TS2-1,MSF,ISOLATED,,,WIRELESS,ALL,YES,GPS,,,,,CT 61,NEW DONE,,2015,DONE,,,,,,2015,,,0,,0,0,44,,,APS ENAV 2WIRE CT61 (2),POINT (-122.485723866 37.708085729),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,,,,,,,
13228,26492000,ELLIS,GOUGH,,,2,,9318000,SIGNAL,MCCAIN,2070-TS2-1,MSF,49,,,,ALL,,GPS,FIBER,,,,PCS 2; CT 18,FULL DONE,04/14,2014,NONE,NONE,DONE,NONE,SALES TAX,,1965,,,0,,0,0,35,,,APS ENAV 4WIRE PCS2 (8),POINT (-122.424294813 37.783399859),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,2,100,100,4,11,39
13588,26338000,ASHBURY,HAIGHT,OPTICOM,,5,,9176000,SIGNAL,EAGLE,2070-TS2-1,G,20,,,,ALL,,GPS,,"TSP,FIRE PREEMPT",,,CT 48,NEW DONE,,1998,,,,,BAAQMD/SALES TA,,1997,,,0,,0,0,38,,,,POINT (-122.446933819 37.770007605),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Haight Ashbury,5,25,25,7,11,3
14009,20241000,EVANS,PHELPS,,,10,,9333800,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,VIDEO,ALL,YES,,,,,CT 35,3RDLRP,MOD AFTER NEW PENDING,10/01,2006,DONE,PENDING,NONE,NONE,SALES TAX,,2006,,,0,,0,0,24,,,APS_2WIRE_PH1 (8),POINT (-122.388455029 37.742980617),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Bayview Hunters Point,10,86,86,2,9,1
14253,21777000,ALEMANY,COTTER,,,11,,0,PENDING SIGNAL,,,,,,,,PENDING,,,,,,CT 66,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,PROP K,,0,,,0,,0,0,01,,,PENDING,POINT (-122.434973353 37.728171296),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Mission,11,94,94,9,1,28
14236,22464000,GOETHE,SAN JOSE,,,11,,0,CALTRANS - HAWK,,,,CALTRANS,,,,ALL,YES,,,,,,,CALTRANS,,0,,,,,,,2020,82,X,100,,0,0,not ours,,,APS HAWK,POINT (-122.458834222 37.708425526),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Mission,11,66,66,10,1,28
13224,25972000,TURK,WEBSTER,FH BUTTON,,5,,9540500,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,ALL,,GPS,,FIRE PREEMPT,,,WEBSTER PCS,FULL DONE,11/17,2017,NONE,NONE,DONE,NONE,,,1955,,,0,,0,0,77,,CABINET,APS ENAV 2WIRE WEBSTER (8),POINT (-122.430424415 37.780715573),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,5,97,97,4,11,39
13571,27599000,08TH AVE,CALIFORNIA,OPTICOM,,1,,9052000,SIGNAL,MCCAIN,2070-TS2-1,MSF,14A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,,NONE,,0,NONE,NONE,NONE,NONE,,,1974,,,0,,0,0,11,,,,POINT (-122.466694443 37.784715523),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Inner Richmond,1,4,4,8,4,11
12897,21765000,MISSION,SILVER,OPTICOM,,11,,9490500,SIGNAL,EAGLE,2070-TS2-1,MSF,67,MASTER-GPS,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,CT 28/29,MOD DONE,1/02,0,,DONE,,,SALES TAX,,1955,,,0,,0,0,54,,TSP????,,POINT (-122.431293843 37.728729548),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Excelsior,11,94,94,9,1,7
13387,25641000,23RD ST,CHURCH,,,8,,9130500,SIGNAL,MCCAIN,2070-TS2-1,MSF,ISOLATED,,,LOOPS,SOME PHASES,YES,,,,,,CT 21,MOD DONE,02/92,1995,,DONE,,,SALES TAX,,1994,,,0,,0,0,15,,,,POINT (-122.427583226 37.753291786),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Noe Valley,8,52,52,3,5,22
13529,27213000,ARGUELLO,BALBOA,,TURK,1,,9171500,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,44,,,,ALL,,GPS,,,,,ARGUELLO,FULL DONE,11/19,2019,NONE,NONE,DONE,NONE,,,1969,,,0,,0,0,02,,,APS iNAV 2WIRE ARGUELLO (8),POINT (-122.45858063 37.777253918),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Lone Mountain/USF,1,5,5,8,4,18
13857,24248000,10TH ST,HOWARD,,,6,,9067000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,16B,,YES-UPSTEALTH,,ALL,,GPS,"FIBER,PROXIM",,,,,FULL DONE,1/02,1999,NONE,NONE,DONE,NONE,FEDS,,1948,,,0,,0,0,41,,,,POINT (-122.41436769 37.774043327),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,South of Market,6,32,32,1,10,34
14002,5760000,FRANCISCO,MIDBLOCK AT,,POWELL,3,STOCKTON,9357200,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,n.a.,YES,,,,,,CT 62,BEACON DONE,,0,NONE,NONE,NONE,DONE,SALES TAX,,2016,,,0,,0,0,,,,,POINT (-122.411112275 37.804977141),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,North Beach,3,106,106,6,3,23
13656,30049000,CALIFORNIA,DRUMM,MECHANICAL,,3,,9244500,SIGNAL,MCCAIN,2070-TS2-1,MSF,01D,,,,ALL,,GPS,FIBER,CABLE CAR PREEMPTION,,BETTER MARKET,CT 28/29,FULL FUTURE AFTER FULL DONE,1/02,0,NONE,NONE,FUTURE,NONE,SALES TAX,,1949,,,0,,0,0,10,,,,POINT (-122.396390415 37.793663778),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,108,108,6,3,8
13456,24138000,16TH ST,FOLSOM,,,9,,9085500,SIGNAL,MCCAIN,2070-TS2-1,MSF,22A,,,,ALL,,GPS,PROXIM,,,,,MOD DONE,,0,NONE,DONE,NONE,NONE,,,1954,,,0,,0,0,26,,,PENDING,POINT (-122.415308388 37.765314639),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
13892,23964000,22ND ST WEST,POTRERO,OPTICOM,,9.1,,9129500,SIGNAL,MCCAIN,2070-TS2-1,MSF,23,,,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,Potrero Streetscape; POTRERO,MOD AFTER FULL PENDING,4/03,0,NONE,PENDING,DONE,NONE,SALES TAX,,1948,,,0,,0,0,67,,,APS ENAV 2WIRE POTRERO STSCAPE (6),POINT (-122.406633693 37.756166565),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Mission,10,54,54,3,9,20
12802,23599000,BEALE,BRYANT,,,6,,9204700,SIGNAL,EAGLE,2070-TS2-1,G,09,,,LOOPS,ALL,,GPS,,,,,SURFACE?,NEW DONE,10/99,2001,,,,,FEDS,,2001,,,0,,0,0,07,,,,POINT (-122.389636641 37.786223777),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,6,30,30,1,10,8
13489,27343000,19TH AVE,LAWTON,,,4.7,,9106000,SIGNAL,ECONOLITE,2070-TS2-1,332,36,,,WIRELESS&LOOPS,ALL,YES,GPS,FIBER,,,,19th Avenue APS; 19th AVE PH 2,FULL DONE,01/08,2009,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),X,50,X,50,0,56,,,APS_ENAV 2WIRE_19thAV (8),POINT (-122.476684177 37.757968982),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Sunset/Parkside,7,39,39,10,7,35
14169,33860000,BEALE,NATOMA (TRANSBAY DRIVEWAY),,,6,,9206700,SIGNAL,MCCAIN,2070-TS2-1,MSF,74,,,,ALL,,GPS,,,,,TRANSBAY,NEW DONE,,2019,DONE,NONE,NONE,NONE,,,2019,,,0,,0,0,41,,,APS ENAV 2WIRE TRANSBAY (6),POINT (-122.394813592 37.790355018),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Financial District/South Beach,6,108,108,1,10,8
14075,3186101,BROADWAY TUNNEL,MIDBLOCK AT,LOOPS_BIKE,HYDE,3,LARKIN,9215700,BEACON,,,,BEACON,,,,n.a.,,,,,,,,B&F,,0,NONE,NONE,NONE,DONE,TFCA,,2011,,,0,,0,0,,,,,POINT (-122.419279814 37.796182591),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Russian Hill,3,16,16,6,3,32
13315,24778000,JACKSON,KEARNY,OPTICOM,,3,,9438000,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,07A,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,,JYChin SRTS; Kearny Paving,FULL DONE,01/10,2010,NONE,NONE,DONE,NONE,SALES TAX,,1973,,,0,,0,0,42,,,,POINT (-122.405142977 37.796210955),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Chinatown,3,106,106,6,3,6
